intent,text,domain,spans,logical_form
shopping_list_update,i need for you to get bananas added to my shopping list; i'm out,clinc,,[SL: shopping_list_update]
shopping_list_update,would you add bananas to my shopping list as i am out,clinc,,[SL: shopping_list_update]
shopping_list_update,add groceries to my shopping list as i am out,clinc,,[SL: shopping_list_update]
shopping_list_update,please get milk removed from my shopping list and add bread,clinc,,[SL: shopping_list_update]
shopping_list_update,would you remove bread from my shopping list and add bread,clinc,,[SL: shopping_list_update]
shopping_list_update,i want to remove milk from my shopping list and add bread,clinc,,[SL: shopping_list_update]
shopping_list_update,i am out of trash bags and need them to be added to my shopping list,clinc,,[SL: shopping_list_update]
shopping_list_update,"please add milk on my shopping list, if it is not already on it",clinc,,[SL: shopping_list_update]
shopping_list_update,do i have milk on my shopping list please add it if it is not,clinc,,[SL: shopping_list_update]
shopping_list_update,i want you to add milk on my shopping list unless it is already on it,clinc,,[SL: shopping_list_update]
shopping_list_update,i would like you to add milk if it is not on my shopping list already,clinc,,[SL: shopping_list_update]
shopping_list_update,"is the milk on the shopping list if not, please add",clinc,,[SL: shopping_list_update]
shopping_list_update,do me a favor and put sharpies on my list for shopping,clinc,,[SL: shopping_list_update]
shopping_list_update,please put silverware on my list for shopping,clinc,,[SL: shopping_list_update]
shopping_list_update,may i suggest we put paper towels on my list for shopping,clinc,,[SL: shopping_list_update]
shopping_list_update,maybe we can put blank cds on my list for shopping,clinc,,[SL: shopping_list_update]
shopping_list_update,can we put sunscreen on my list for shopping,clinc,,[SL: shopping_list_update]
shopping_list_update,make sure to put extra paint on the list,clinc,,[SL: shopping_list_update]
shopping_list_update,x on the shopping list please,clinc,,[SL: shopping_list_update]
shopping_list_update,can you put carrots on my shopping list,clinc,,[SL: shopping_list_update]
shopping_list_update,i would like to put carrots on my list for shopping,clinc,,[SL: shopping_list_update]
shopping_list_update,remove corn from my shopping list,clinc,,[SL: shopping_list_update]
shopping_list_update,put on my shopping list i need carots,clinc,,[SL: shopping_list_update]
shopping_list_update,remove chips from my shopping list,clinc,,[SL: shopping_list_update]
shopping_list_update,take frozen food off my shopping list,clinc,,[SL: shopping_list_update]
shopping_list_update,i need soda added to my list and carrots removed,clinc,,[SL: shopping_list_update]
shopping_list_update,i need oranges on my shopping list,clinc,,[SL: shopping_list_update]
shopping_list_update,take carrots off my list for shopping,clinc,,[SL: shopping_list_update]
shopping_list_update,my shopping list should have carrots on it,clinc,,[SL: shopping_list_update]
shopping_list_update,remove carrots from my shopping list and add soda,clinc,,[SL: shopping_list_update]
shopping_list_update,can you put oranges on my shopping list,clinc,,[SL: shopping_list_update]
shopping_list_update,put carrots on my shopping list,clinc,,[SL: shopping_list_update]
shopping_list_update,put soda on the shopping list and add carrots,clinc,,[SL: shopping_list_update]
shopping_list_update,can you take frozen food of my shopping list,clinc,,[SL: shopping_list_update]
shopping_list_update,can you take carrots off my shopping list and add soda,clinc,,[SL: shopping_list_update]
shopping_list_update,please make sure oranges are on my shopping list,clinc,,[SL: shopping_list_update]
shopping_list_update,add soda on my shopping list and remove carrots,clinc,,[SL: shopping_list_update]
spending_history,how much did i spend at restaurants last week,clinc,,[SL: spending_history]
spending_history,how much have i spent lately on eating out,clinc,,[SL: spending_history]
spending_history,what did i spend at the grocery store yesterday,clinc,,[SL: spending_history]
spending_history,how much money did i spend at starbucks in the last week,clinc,,[SL: spending_history]
spending_history,what was the total i spent at home depot last month,clinc,,[SL: spending_history]
spending_history,where did all my money go this month,clinc,,[SL: spending_history]
spending_history,what have my expenditures been at macys,clinc,,[SL: spending_history]
spending_history,how much did i spend this week,clinc,,[SL: spending_history]
spending_history,how much did i spend on christmas gifts in december,clinc,,[SL: spending_history]
spending_history,how much money did i spend yesterday,clinc,,[SL: spending_history]
spending_history,what did i spend at bath and body works last month,clinc,,[SL: spending_history]
spending_history,how much did i spend on lunches last week,clinc,,[SL: spending_history]
spending_history,what amount did i spend last week,clinc,,[SL: spending_history]
spending_history,what did i spend my money on last week,clinc,,[SL: spending_history]
spending_history,how much did i spend on movies last week,clinc,,[SL: spending_history]
spending_history,have i been spending a lot on groceries lately,clinc,,[SL: spending_history]
spending_history,have i been spending a lot on shoes lately,clinc,,[SL: spending_history]
spending_history,have i been spending a lot on food lately,clinc,,[SL: spending_history]
spending_history,have i been spending a lot on alcohol lately,clinc,,[SL: spending_history]
spending_history,have i been spending a lot on take out lately,clinc,,[SL: spending_history]
spending_history,how much have i spent on shoes lately,clinc,,[SL: spending_history]
spending_history,did i spend a lot on shoes recently,clinc,,[SL: spending_history]
spending_history,how much have i spent on shoes,clinc,,[SL: spending_history]
spending_history,have i have been spending a lot of money on shoes,clinc,,[SL: spending_history]
spending_history,what is the total i spent on shoes recently,clinc,,[SL: spending_history]
spending_history,what have i spent over the last few days,clinc,,[SL: spending_history]
spending_history,how much have i spent recently,clinc,,[SL: spending_history]
spending_history,how much money have i dropped recently,clinc,,[SL: spending_history]
spending_history,how much money have i spent this month,clinc,,[SL: spending_history]
spending_history,what's the amount of money i spent yesterday,clinc,,[SL: spending_history]
spending_history,could you tell me how much i've spent over the past two weeks,clinc,,[SL: spending_history]
spending_history,how much money have i spent this week,clinc,,[SL: spending_history]
spending_history,could you tell me how much money i spent last week,clinc,,[SL: spending_history]
spending_history,please tell me how much i have spent recently,clinc,,[SL: spending_history]
spending_history,how much did i spend last week,clinc,,[SL: spending_history]
spending_history,can you tell me my spending history from last week,clinc,,[SL: spending_history]
spending_history,i want to know how much i spent last week,clinc,,[SL: spending_history]
spending_history,i want to know my recent spending,clinc,,[SL: spending_history]
spending_history,how much have i paid for rent in the last 6 months,clinc,,[SL: spending_history]
spending_history,how much money have i spent on groceries recently,clinc,,[SL: spending_history]
spending_history,how much did i spend on groceries today,clinc,,[SL: spending_history]
spending_history,how much have i spent eating out this week,clinc,,[SL: spending_history]
spending_history,what chunk of my income have i spent on rent this year,clinc,,[SL: spending_history]
spending_history,what's it been costing me to buy three packs a day,clinc,,[SL: spending_history]
spending_history,what have car repairs ran me this month,clinc,,[SL: spending_history]
spending_history,what has gas cost me this week,clinc,,[SL: spending_history]
spending_history,what did car insurance run me this year,clinc,,[SL: spending_history]
spending_history,what's the total amount i've spent eating out in the last two weeks,clinc,,[SL: spending_history]
spending_history,how much have i spent on alcohol recently,clinc,,[SL: spending_history]
spending_history,how much have i spent on books recently,clinc,,[SL: spending_history]
spending_history,how much have i spent on food recently,clinc,,[SL: spending_history]
spending_history,how much have i spent on bills recently,clinc,,[SL: spending_history]
spending_history,how much have i spent on clothes recently,clinc,,[SL: spending_history]
spending_history,i need to know my total spending on amazon for november and december 2018,clinc,,[SL: spending_history]
spending_history,please list my total spending on grocery shopping for the last two months,clinc,,[SL: spending_history]
spending_history,how much have i spent on starbucks since the beginning of 2019,clinc,,[SL: spending_history]
spending_history,what is my total spent on dining out for the month of january,clinc,,[SL: spending_history]
spending_history,what is the total amount that i have spent on the cash app for this month so far,clinc,,[SL: spending_history]
spending_history,have i spent a lot on food recently,clinc,,[SL: spending_history]
spending_history,i need to know what i have spent on food recently,clinc,,[SL: spending_history]
spending_history,can you tell me what i have spent on food recently,clinc,,[SL: spending_history]
spending_history,what have i spent on food recently,clinc,,[SL: spending_history]
spending_history,what is the amount i have spent on food recently,clinc,,[SL: spending_history]
spending_history,how much have i lately spent on eating out,clinc,,[SL: spending_history]
spending_history,what have i spent lately in child care,clinc,,[SL: spending_history]
spending_history,how much have i spent lately on food,clinc,,[SL: spending_history]
spending_history,how much money have i recently spent on entertainment,clinc,,[SL: spending_history]
spending_history,how much have i paid in medical expenses recently,clinc,,[SL: spending_history]
spending_history,how much did i spend on gas last week,clinc,,[SL: spending_history]
spending_history,can you tell me what i spend on gas for the past two weeks,clinc,,[SL: spending_history]
spending_history,yesterday what did i spend on lunch,clinc,,[SL: spending_history]
spending_history,i need to know what i spend on utilities for the last year,clinc,,[SL: spending_history]
spending_history,what did i spend on groceries this month,clinc,,[SL: spending_history]
spending_history,have i been giving lot of money to food to food lately,clinc,,[SL: spending_history]
spending_history,how much money did i use to spend on catering five hours ago,clinc,,[SL: spending_history]
spending_history,how much did i spend on gear two weeks ago,clinc,,[SL: spending_history]
spending_history,have i been spending a lot on roast beef lately,clinc,,[SL: spending_history]
spending_history,have i been spending a ton of money on movies lately,clinc,,[SL: spending_history]
spending_history,how much money did i spend on tent equipment four hours ago,clinc,,[SL: spending_history]
spending_history,how much did i spend on furniture last week,clinc,,[SL: spending_history]
text,can you text elizabeth and tell them i forgot to bring drinks,clinc,,[SL: text]
text,text wenona and tell her we will be there tomorrow,clinc,,[SL: text]
text,text christopher and tell him i will stop by,clinc,,[SL: text]
text,text audrey and tell her i will be there soon,clinc,,[SL: text]
text,text christy and ask her what she wants for dinner,clinc,,[SL: text]
text,can you text christopher and tell them im on my way,clinc,,[SL: text]
text,text roderick and tell him im running late,clinc,,[SL: text]
text,can you text marissa and tell them to stop calling me,clinc,,[SL: text]
text,can you text arthur and tell them im almost there,clinc,,[SL: text]
text,can you text kayla and tell them im running late,clinc,,[SL: text]
text,text chris and ask what time he will be home,clinc,,[SL: text]
text,send a text and tell chris i’m not working today,clinc,,[SL: text]
text,text message chris and say i love you,clinc,,[SL: text]
text,send chris a text message that says stop for milk on your way home,clinc,,[SL: text]
text,send a text message to chris and ask what he wants to eat for dinner,clinc,,[SL: text]
text,send ally a text message the message is that i just landed,clinc,,[SL: text]
text,could you send a text to marty and say i am running behind,clinc,,[SL: text]
text,send a text to brooklyn with the message that i will see them later,clinc,,[SL: text]
text,please text nancy and give them the message that i am on vacation,clinc,,[SL: text]
text,text bill and tell him i'll be 30 minutes late,clinc,,[SL: text]
text,send a text to lisa and ask her to call me when she gets home,clinc,,[SL: text]
text,give a text to my cousin linda that says happy birthday,clinc,,[SL: text]
text,text tony and invite him to my party next saturday,clinc,,[SL: text]
text,send my brother mike a text that says i'm home,clinc,,[SL: text]
text,i have to send a text,clinc,,[SL: text]
text,i need you to text someone for me,clinc,,[SL: text]
text,send sal a text and tell them thanks,clinc,,[SL: text]
text,i need you to send a text,clinc,,[SL: text]
text,text sal and let them know the answer is yes,clinc,,[SL: text]
text,let sal know by text i will be attending,clinc,,[SL: text]
text,i have to have a text sent,clinc,,[SL: text]
text,text sal and tell them hi,clinc,,[SL: text]
text,i need sal to be texted and say i'll be there,clinc,,[SL: text]
text,please send ann a text and tell her i will be home in 20 minutes,clinc,,[SL: text]
text,please send a text to phil and ask him if he wants to play golf this weekend,clinc,,[SL: text]
text,send bill a text for me and tell him i will be 30 minutes late,clinc,,[SL: text]
text,send a text to ashley and ask her what she wants to do for supper,clinc,,[SL: text]
text,send amy a text for me and tell her i need to meet,clinc,,[SL: text]
text,i want to send a text message to,clinc,,[SL: text]
text,create a text message to,clinc,,[SL: text]
text,communicate via text to,clinc,,[SL: text]
text,send text message to,clinc,,[SL: text]
text,send a text message for me,clinc,,[SL: text]
text,please send a text message to natalie for me,clinc,,[SL: text]
text,i want to text natalie,clinc,,[SL: text]
text,i want you to send a text message for me,clinc,,[SL: text]
text,send a message to natalie in the form of a text,clinc,,[SL: text]
text,message mom where are you,clinc,,[SL: text]
text,compose a text to mom i'll talk to you later,clinc,,[SL: text]
text,send mom a message i'll talk to you later,clinc,,[SL: text]
text,send mom a text asking where are you,clinc,,[SL: text]
text,send a text for me,clinc,,[SL: text]
text,i want to send a text,clinc,,[SL: text]
text,send a text to mom i'll talk to you later,clinc,,[SL: text]
text,text mom i'll talk to you later,clinc,,[SL: text]
text,text robby hello,clinc,,[SL: text]
text,text mom and let her know i'll be there soon,clinc,,[SL: text]
text,text mom where are you,clinc,,[SL: text]
text,send mom a text i'll talk to you later,clinc,,[SL: text]
text,compose text message,clinc,,[SL: text]
text,send a message to mom be there soon,clinc,,[SL: text]
text,start a new text,clinc,,[SL: text]
text,create a new text,clinc,,[SL: text]
text,set up a new text message,clinc,,[SL: text]
text,send a text message to alice,clinc,,[SL: text]
text,text alice,clinc,,[SL: text]
text,write a text to alice,clinc,,[SL: text]
text,text a message to alice,clinc,,[SL: text]
text,text my doctor and tell him it happened again,clinc,,[SL: text]
text,text mary and tell them i'm on my way,clinc,,[SL: text]
text,text robert and tell him winter is coming,clinc,,[SL: text]
text,text nick and tell him the car's ready,clinc,,[SL: text]
text,text my wife and tell her i'm divorcing her,clinc,,[SL: text]
text,can you tell bob to get his dog via text,clinc,,[SL: text]
text,can you send a text to my mother irene and tell her i love her,clinc,,[SL: text]
text,can you text mary and tell them it's ready,clinc,,[SL: text]
text,can you ping priest chris with a text and send the following confession,clinc,,[SL: text]
text,can you text the sgt adam and tell them i found the missing girl,clinc,,[SL: text]
text,text matt and tell him i will be late tonight,clinc,,[SL: text]
text,text paul and ask him what time the cookout is on saturday,clinc,,[SL: text]
time,"what time is it in punta gorda, florida",clinc,,[SL: time]
time,"what time is it in glenwood springs, co",clinc,,[SL: time]
time,"what time is it in fredericksburg, tx",clinc,,[SL: time]
time,"what time is it in las vegas, nv",clinc,,[SL: time]
time,"what time is it in houston, tx",clinc,,[SL: time]
time,i need to know the current time in the central timezone,clinc,,[SL: time]
time,would you tell me the current time in the eastern timezone,clinc,,[SL: time]
time,let me know the current time in the central timezone,clinc,,[SL: time]
time,tell me what time it is in the central timezone,clinc,,[SL: time]
time,i am needing to know the current time in the eastern timezone,clinc,,[SL: time]
time,what is the time right now in the hst timezone,clinc,,[SL: time]
time,can you tell me the current time,clinc,,[SL: time]
time,what is the current time in cst,clinc,,[SL: time]
time,i need to know what time it is in florida,clinc,,[SL: time]
time,what is the time right now,clinc,,[SL: time]
time,"in the mst time zone, what time is it right now",clinc,,[SL: time]
time,tell me what time it is right now,clinc,,[SL: time]
time,can you tell me the current time in the pacific timezone,clinc,,[SL: time]
time,look up the time in california,clinc,,[SL: time]
time,what is the current est time,clinc,,[SL: time]
time,can you tell me what time it is please,clinc,,[SL: time]
time,what time is it getting to be,clinc,,[SL: time]
time,what time do you have on your watch,clinc,,[SL: time]
time,what time would it be in rome right now,clinc,,[SL: time]
time,what's the time in london,clinc,,[SL: time]
time,what's the time set to in florida right now,clinc,,[SL: time]
time,what time is it currently in istanbul,clinc,,[SL: time]
time,what time is it right now in paris,clinc,,[SL: time]
time,what's the time right now,clinc,,[SL: time]
time,"current time, please",clinc,,[SL: time]
time,would you mind telling me the time,clinc,,[SL: time]
time,can you give me the time,clinc,,[SL: time]
time,please let me know what time it is,clinc,,[SL: time]
time,what is the exact time right now in the hawaii time zone,clinc,,[SL: time]
time,what is the time,clinc,,[SL: time]
time,what is the time right now in the peruvian time zone,clinc,,[SL: time]
time,what is the exact time,clinc,,[SL: time]
time,what time is it exactly in the new zealand time zone,clinc,,[SL: time]
time,what is the exact time in the ist time zone,clinc,,[SL: time]
time,what is the time in the utc timezone,clinc,,[SL: time]
time,what time is it exactly,clinc,,[SL: time]
time,what is the time now,clinc,,[SL: time]
time,what time is it in russia,clinc,,[SL: time]
time,what time is it,clinc,,[SL: time]
time,"what is the time in sydney, australia",clinc,,[SL: time]
time,what time is it in honolulu,clinc,,[SL: time]
time,what's the current time in greenwhich,clinc,,[SL: time]
time,what's the current time in est,clinc,,[SL: time]
time,what time is it on the pacific coast right now,clinc,,[SL: time]
time,"given my time, what time is it in mst",clinc,,[SL: time]
time,have you the time,clinc,,[SL: time]
time,when is it right now,clinc,,[SL: time]
time,what hour and minute is it,clinc,,[SL: time]
time,what time is it right now in cst,clinc,,[SL: time]
time,what time is it in the eastern standard timezone,clinc,,[SL: time]
time,what time is it in the pacific standard timezone,clinc,,[SL: time]
time,what time is it in the alaska standard timezone,clinc,,[SL: time]
time,what time is it in the central standard timezone,clinc,,[SL: time]
time,what time is it in the mountain standard timezone,clinc,,[SL: time]
time,now what is the time,clinc,,[SL: time]
time,at the moment what is the time,clinc,,[SL: time]
time,i want to know the time,clinc,,[SL: time]
time,what time is it now,clinc,,[SL: time]
time,do you know the current time in southern california,clinc,,[SL: time]
time,what is the current time in china,clinc,,[SL: time]
time,what is the current time in mexico city,clinc,,[SL: time]
time,what is the current time in new york,clinc,,[SL: time]
time,what is the current time in istanbul,clinc,,[SL: time]
time,what time is it in buenos aires,clinc,,[SL: time]
time,what time is it in north korea,clinc,,[SL: time]
time,what does it say on the clock,clinc,,[SL: time]
time,"in tokyo, what's the time",clinc,,[SL: time]
time,"in tokyo, what time is it",clinc,,[SL: time]
time,what's the time in tokyo,clinc,,[SL: time]
time,time in tokyo,clinc,,[SL: time]
time,what time is it in tokyo,clinc,,[SL: time]
time,the time please,clinc,,[SL: time]
time,i want to know what time it is,clinc,,[SL: time]
time,can you tell me the time,clinc,,[SL: time]
time,i would like to know the time,clinc,,[SL: time]
timezone,timezone of cuba,clinc,,[SL: timezone]
timezone,what is the time zone of france,clinc,,[SL: timezone]
timezone,french time zone,clinc,,[SL: timezone]
timezone,which timezone is colombia,clinc,,[SL: timezone]
timezone,time zone in france,clinc,,[SL: timezone]
timezone,do you know what timezone italy is in,clinc,,[SL: timezone]
timezone,italy's timezone is what,clinc,,[SL: timezone]
timezone,the timezone of italy is what,clinc,,[SL: timezone]
timezone,italy is in what timezone,clinc,,[SL: timezone]
timezone,for italy what timezone is it in,clinc,,[SL: timezone]
timezone,i wanna know what timezone spain is in,clinc,,[SL: timezone]
timezone,what timezone is japan in,clinc,,[SL: timezone]
timezone,what timezone is philadelphia in,clinc,,[SL: timezone]
timezone,what timezone is china in,clinc,,[SL: timezone]
timezone,what timezone is scotland in,clinc,,[SL: timezone]
timezone,i need to know what timezone ireland is in,clinc,,[SL: timezone]
timezone,what timezone is sweden in,clinc,,[SL: timezone]
timezone,what timezone is phoenix in,clinc,,[SL: timezone]
timezone,what timezone is dallas in,clinc,,[SL: timezone]
timezone,tell me what timezone finland is in,clinc,,[SL: timezone]
timezone,what timezone is canada in,clinc,,[SL: timezone]
timezone,tell me the timezone that spain is in,clinc,,[SL: timezone]
timezone,what timezone is detroit in,clinc,,[SL: timezone]
timezone,what timezone is russia in,clinc,,[SL: timezone]
timezone,what's the time zone in miami,clinc,,[SL: timezone]
timezone,time zone in miami is what like,clinc,,[SL: timezone]
timezone,how is miami time zone like,clinc,,[SL: timezone]
timezone,time zone in miami is like what,clinc,,[SL: timezone]
timezone,miami time zone is what,clinc,,[SL: timezone]
timezone,what's the current timezone in barcelona,clinc,,[SL: timezone]
timezone,can you tell me the timezone in san francisco,clinc,,[SL: timezone]
timezone,"in paris, what's the timezone",clinc,,[SL: timezone]
timezone,what's the timezone for london,clinc,,[SL: timezone]
timezone,what timezone does lisbon have,clinc,,[SL: timezone]
timezone,in what timezone is nigeria,clinc,,[SL: timezone]
timezone,which timezone is england in,clinc,,[SL: timezone]
timezone,can you tell me which timezone is cambodia in,clinc,,[SL: timezone]
timezone,in which timezone is jamaica,clinc,,[SL: timezone]
timezone,what timezone is viet nam in,clinc,,[SL: timezone]
timezone,what's the timezone for brasilia,clinc,,[SL: timezone]
timezone,which timezone is buenos aires in,clinc,,[SL: timezone]
timezone,what timezone is lima in,clinc,,[SL: timezone]
timezone,what's chicago's time zone,clinc,,[SL: timezone]
timezone,what is the timezone for quito,clinc,,[SL: timezone]
timezone,what timezone is chicago in,clinc,,[SL: timezone]
timezone,what timezone is boise in,clinc,,[SL: timezone]
timezone,what timezone is miami in,clinc,,[SL: timezone]
timezone,whats the timezone for modesto,clinc,,[SL: timezone]
timezone,what timezone is sacromento in,clinc,,[SL: timezone]
timezone,whats the timezone for san fransico,clinc,,[SL: timezone]
timezone,"if i’m in japan, what time zone am i in",clinc,,[SL: timezone]
timezone,tell me what time zone portugal uses,clinc,,[SL: timezone]
timezone,nigeria is in which time zone,clinc,,[SL: timezone]
timezone,the time zone for brazil is what,clinc,,[SL: timezone]
timezone,what time zone is ireland in,clinc,,[SL: timezone]
timezone,what's the timezone for boston,clinc,,[SL: timezone]
timezone,do you know the timezone for dublin,clinc,,[SL: timezone]
timezone,what's the timezone for san diego,clinc,,[SL: timezone]
timezone,what timezone is london is,clinc,,[SL: timezone]
timezone,what timezone is melbourne in,clinc,,[SL: timezone]
timezone,what timezone would tampa be in,clinc,,[SL: timezone]
timezone,what timezone do they use in la,clinc,,[SL: timezone]
timezone,can you tell me denver's timezone,clinc,,[SL: timezone]
timezone,what timezone does bangor have,clinc,,[SL: timezone]
timezone,does phoenix have a different timezone,clinc,,[SL: timezone]
timezone,do you know the timezone for phoenix,clinc,,[SL: timezone]
timezone,what timezone would i be in if i traveled to moscow,clinc,,[SL: timezone]
timezone,"if you're in melbourne, what timezone are you in",clinc,,[SL: timezone]
timezone,what timezone is milan in,clinc,,[SL: timezone]
timezone,detroit is in what timezone,clinc,,[SL: timezone]
timezone,can you tell me what timezone chicago is in,clinc,,[SL: timezone]
timezone,doy ou know what timezone chicago is in,clinc,,[SL: timezone]
timezone,could you tell me what timezone reno is in,clinc,,[SL: timezone]
timezone,reno's timezone is what,clinc,,[SL: timezone]
timezone,"if i change my timezone to reno, what would it be",clinc,,[SL: timezone]
timezone,do you know what the timezone is in reno,clinc,,[SL: timezone]
timezone,"if i am in reno, what would the timezone be",clinc,,[SL: timezone]
timezone,find the applicable timezone for austin,clinc,,[SL: timezone]
timezone,what time zone are we currently in,clinc,,[SL: timezone]
timezone,please search for portland's timezone,clinc,,[SL: timezone]
transactions,before i make my mastercard payment can you tell me what i've recently charged on it,clinc,,[SL: transactions]
transactions,please tell me all of my recent transactions,clinc,,[SL: transactions]
transactions,i want to pay my amazon credit card but i need to know the last few transactions,clinc,,[SL: transactions]
transactions,before i pay my walmart credit card did i make any purchases using it recently,clinc,,[SL: transactions]
transactions,i need to know all the recent transactions i've made,clinc,,[SL: transactions]
transactions,please tell me all the transactions i've made recently,clinc,,[SL: transactions]
transactions,what are the last ten transactions i've made,clinc,,[SL: transactions]
transactions,"before i pay my capital one, what are the most recent transactions i've made",clinc,,[SL: transactions]
transactions,tell me the most recent charges on my chase credit card before i pay the bill,clinc,,[SL: transactions]
transactions,read off to me the last five transactions i've made,clinc,,[SL: transactions]
transactions,what transactions have i made on liquor in the past month,clinc,,[SL: transactions]
transactions,i'd like to see last week's atm transactions,clinc,,[SL: transactions]
transactions,show me the transactions from costco yesterday,clinc,,[SL: transactions]
transactions,i need to know something about my latest transaction,clinc,,[SL: transactions]
transactions,can you check on a transaction for me,clinc,,[SL: transactions]
transactions,i need some information on a recent transaction,clinc,,[SL: transactions]
transactions,i need a recent transaction looked into,clinc,,[SL: transactions]
transactions,can you let me know my latest transactions,clinc,,[SL: transactions]
transactions,what was the last thing i purchased,clinc,,[SL: transactions]
transactions,what did i buy last,clinc,,[SL: transactions]
transactions,how much did my last purchase cost,clinc,,[SL: transactions]
transactions,how expensive was my most recent transaction,clinc,,[SL: transactions]
transactions,when was my most recent transaction,clinc,,[SL: transactions]
transactions,show me the transactions made on my business card for supplies last quarter,clinc,,[SL: transactions]
transactions,may i get all of the food transactions that were made last month,clinc,,[SL: transactions]
transactions,can you show me the transactions that were made last night at the restaurant,clinc,,[SL: transactions]
transactions,what transactions did i make yesterday at the flea market,clinc,,[SL: transactions]
transactions,please show me what transactions i made on the first of this month,clinc,,[SL: transactions]
transactions,please tell me my in-person transactions for the last three days using my debit card,clinc,,[SL: transactions]
transactions,please give me my last ten debit card transactions in the month of december,clinc,,[SL: transactions]
transactions,what were my last five transactions on my visa card,clinc,,[SL: transactions]
transactions,i would like to hear all transactions made on my amex for the last ten days,clinc,,[SL: transactions]
transactions,can you list all of my online transactions for the month of january,clinc,,[SL: transactions]
transactions,show me my transactions on groceries,clinc,,[SL: transactions]
transactions,show me my transactions on tacobell,clinc,,[SL: transactions]
transactions,show me my transactions on make up at sephora,clinc,,[SL: transactions]
transactions,show me my transactions on mcdonalds,clinc,,[SL: transactions]
transactions,show me my transactions on clothes at macys,clinc,,[SL: transactions]
transactions,let me see the list of tranaction on my discovery credit card,clinc,,[SL: transactions]
transactions,let me know the list of transaction on my first hawaiian bank,clinc,,[SL: transactions]
transactions,i want to see the list of transaction on my bank of hawaii,clinc,,[SL: transactions]
transactions,list me my recent transaction,clinc,,[SL: transactions]
transactions,what are my recent transaction,clinc,,[SL: transactions]
transactions,please show me my recent transaction,clinc,,[SL: transactions]
transactions,i want to see my recent transaction,clinc,,[SL: transactions]
transactions,let me check my transaction for first bank card,clinc,,[SL: transactions]
transactions,let me check my transaction on my citi card,clinc,,[SL: transactions]
transactions,show me my recent transactoin,clinc,,[SL: transactions]
transactions,on my card what have been my recent purchases,clinc,,[SL: transactions]
transactions,pull up my recent transactions on my mastercard,clinc,,[SL: transactions]
transactions,on the card can you give me the last transactions,clinc,,[SL: transactions]
transactions,whats my recent transactions on my card,clinc,,[SL: transactions]
transactions,on my card what all are my latest transactions,clinc,,[SL: transactions]
transactions,show my transaction statement,clinc,,[SL: transactions]
transactions,retrieve my recent transactions,clinc,,[SL: transactions]
transactions,view my transactions for the last week,clinc,,[SL: transactions]
transactions,my transaction history,clinc,,[SL: transactions]
transactions,may transactions for last 2 days,clinc,,[SL: transactions]
transactions,what was my last transaction,clinc,,[SL: transactions]
transactions,show me recent transactions,clinc,,[SL: transactions]
transactions,what transactions happened in the last week,clinc,,[SL: transactions]
transactions,show me the last month of transactions,clinc,,[SL: transactions]
transactions,show me the last five transactions,clinc,,[SL: transactions]
transactions,what's the last transaction i made yesterday,clinc,,[SL: transactions]
transactions,show me yesterday's last transaction,clinc,,[SL: transactions]
transactions,open yesterday's last payment,clinc,,[SL: transactions]
transactions,show me last transaction,clinc,,[SL: transactions]
transactions,show me transactions related to travel,clinc,,[SL: transactions]
transactions,help me get access to my recent transaction history,clinc,,[SL: transactions]
transactions,i need to see my shopping transactions,clinc,,[SL: transactions]
transactions,get me access to a list of my recent transactions,clinc,,[SL: transactions]
transactions,i would like to take a look at my transaction history,clinc,,[SL: transactions]
transactions,can you pull up my most recent transactions,clinc,,[SL: transactions]
transactions,i want to see my entertainment transactions,clinc,,[SL: transactions]
transactions,where can i find my recent transaction history,clinc,,[SL: transactions]
transactions,can you show me transactions related to utilities,clinc,,[SL: transactions]
transactions,pull up my grocery transactions,clinc,,[SL: transactions]
transactions,what were my purchases on visa card last month,clinc,,[SL: transactions]
transactions,i spent what dollar amount last month on mastercard,clinc,,[SL: transactions]
transactions,what was the amount that i spent on fidelity visa last month,clinc,,[SL: transactions]
transfer,i need $20000 transferred from my savings to my checking,clinc,,[SL: transfer]
transfer,complete a transaction from savings to checking of $20000,clinc,,[SL: transfer]
transfer,transfer $20000 from my savings account to checking account,clinc,,[SL: transfer]
transfer,take $20000 from savings and put it in checking,clinc,,[SL: transfer]
transfer,put $20000 into my checking account from my savings account,clinc,,[SL: transfer]
transfer,send 100 dollars between bank of the west and bank of america acccounts,clinc,,[SL: transfer]
transfer,send 50 dollars between bank of america and chase accounts,clinc,,[SL: transfer]
transfer,send 2000 dollars between chase and rabobank accounts,clinc,,[SL: transfer]
transfer,send 1200 dollars between usaa and navy federal accounts,clinc,,[SL: transfer]
transfer,send 400 dollars between city bank and usaa accounts,clinc,,[SL: transfer]
transfer,take $40 and transfer it to account a from b,clinc,,[SL: transfer]
transfer,transfer $40 from account a to b,clinc,,[SL: transfer]
transfer,move $40 from account b to account a,clinc,,[SL: transfer]
transfer,put $40 from account a to b,clinc,,[SL: transfer]
transfer,take $40 from account a and transfer it to account b,clinc,,[SL: transfer]
transfer,i need to transfer from this account to that one,clinc,,[SL: transfer]
transfer,need to transfer from one account to my other one,clinc,,[SL: transfer]
transfer,i would like to transfer from one account to my second one,clinc,,[SL: transfer]
transfer,i need to transfer from one account to my second one,clinc,,[SL: transfer]
transfer,i have to transfer from one account to my other one,clinc,,[SL: transfer]
transfer,send fifty dollars from me to carrie,clinc,,[SL: transfer]
