domain,intent,text,spans,logical_form,xtreme-up,source_language
kitchen_and_dining,cancel_reservation,Please cancel the reservation for seven people at Oyster Box,"37:48:SL:NUMBER,51:61:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:NUMBER isikhombisa] [SL:RESTAURANT_NAME Oyster Box] ],NUMBER: isikhombisa $$ RESTAURANT_NAME: Oyster Box,zul
kitchen_and_dining,cancel_reservation,I would like to cancel my reservation at Swaadisht Foods and make another one at Joops Place,"45:60:SL:RESTAURANT_NAME,74:85:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:RESTAURANT_NAME Swaadisht Foods] [SL:RESTAURANT_NAME Joops Place] ],RESTAURANT_NAME: Swaadisht Foods $$ RESTAURANT_NAME: Joops Place,zul
kitchen_and_dining,cancel_reservation,I need my reservation cancelled at The Sugar Club.,42:56:SL:RESTAURANT_NAME,[IN:cancel_reservation [SL:RESTAURANT_NAME The Sugar Club] ],RESTAURANT_NAME: The Sugar Club,zul
kitchen_and_dining,cancel_reservation,I need to cancel my reservation at Nikos Suncoast and make another one at The Palm Court.,"41:55:SL:RESTAURANT_NAME,69:83:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:RESTAURANT_NAME NIKOS Suncoast] [SL:RESTAURANT_NAME The Palm Court] ],RESTAURANT_NAME: NIKOS Suncoast $$ RESTAURANT_NAME: The Palm Court,zul
kitchen_and_dining,cancel_reservation,I want my booking in Samuel's name at Joita's Portugese Foods removed and instead booked at Lupa Osteria Westville.,"38:44:SL:PERSONAL_NAME,46:69:SL:RESTAURANT_NAME,115:138:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:PERSONAL_NAME Samuel] [SL:RESTAURANT_NAME Joita's Portugese Foods] [SL:RESTAURANT_NAME eLupa Osteria Westville] ],PERSONAL_NAME: Samuel $$ RESTAURANT_NAME: Joita's Portugese Foods $$ RESTAURANT_NAME: eLupa Osteria Westville,zul
kitchen_and_dining,cancel_reservation,cancel the reservation of four people at Olive and Oil,"24:29:SL:NUMBER,32:45:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:NUMBER abane] [SL:RESTAURANT_NAME Olive and Oil] ],NUMBER: abane $$ RESTAURANT_NAME: Olive and Oil,zul
kitchen_and_dining,cancel_reservation,cancel the Oyster Box reservation for this evening.,"25:35:SL:RESTAURANT_NAME,47:55:SL:MEAL_PERIOD",[IN:cancel_reservation [SL:RESTAURANT_NAME Oyster Box] [SL:MEAL_PERIOD kusihlwa] ],RESTAURANT_NAME: Oyster Box $$ MEAL_PERIOD: kusihlwa,zul
kitchen_and_dining,cancel_reservation,cancel my party reservation at the Hilton Hotel tomorrow night.,"36:48:SL:HOTEL_NAME,56:63:SL:TIME",[IN:cancel_reservation [SL:HOTEL_NAME Hilton Hotel] [SL:TIME ebusuku] ],HOTEL_NAME: Hilton Hotel $$ TIME: ebusuku,zul
kitchen_and_dining,cancel_reservation,cancel the 7 p.m. reservation at Angelo's,"22:32:SL:TIME,35:43:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:TIME 7 ntambama] [SL:RESTAURANT_NAME Angelo's] ],TIME: 7 ntambama $$ RESTAURANT_NAME: Angelo's,zul
kitchen_and_dining,cancel_reservation,I don't really need my reservation anymore,,[IN:cancel_reservation ],,zul
kitchen_and_dining,cancel_reservation,I need to cancel my reservation on behalf of Thomas at Julio's in Mhlanga.,"51:57:SL:PERSONAL_NAME,59:66:SL:RESTAURANT_NAME,67:75:SL:PLACE_NAME",[IN:cancel_reservation [SL:PERSONAL_NAME Thomas] [SL:RESTAURANT_NAME Julio's] [SL:PLACE_NAME eMhlanga] ],PERSONAL_NAME: Thomas $$ RESTAURANT_NAME: Julio's $$ PLACE_NAME: eMhlanga,zul
kitchen_and_dining,cancel_reservation,cancel my reservation on behalf of Thomas at Julio's in Mhlanga,"40:46:SL:PERSONAL_NAME,48:55:SL:RESTAURANT_NAME,56:64:SL:PLACE_NAME",[IN:cancel_reservation [SL:PERSONAL_NAME Thomas] [SL:RESTAURANT_NAME Julio's] [SL:PLACE_NAME eMhlanga] ],PERSONAL_NAME: Thomas $$ RESTAURANT_NAME: Julio's $$ PLACE_NAME: eMhlanga,zul
kitchen_and_dining,cancel_reservation,I no longer want my reservation,,[IN:cancel_reservation ],,zul
kitchen_and_dining,cancel_reservation,I need you to cancel my reservation for 5 people at Julio's in Mhlanga.,"59:60:SL:NUMBER,62:69:SL:RESTAURANT_NAME,71:78:SL:PLACE_NAME",[IN:cancel_reservation [SL:NUMBER 5] [SL:RESTAURANT_NAME Julio's] [SL:PLACE_NAME Mhlanga] ],NUMBER: 5 $$ RESTAURANT_NAME: Julio's $$ PLACE_NAME: Mhlanga,zul
kitchen_and_dining,cancel_reservation,Please cancel my reservation in Steve's name at the Revolving Restaurant in Rome.,"46:53:SL:PERSONAL_NAME,55:80:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:PERSONAL_NAME laSteve] [SL:RESTAURANT_NAME Roma Revolving Restaurant] ],PERSONAL_NAME: laSteve $$ RESTAURANT_NAME: Roma Revolving Restaurant,zul
kitchen_and_dining,cancel_reservation,I have to cancel my reservation at Steve's in Rome Revolving Restaurant.,"40:45:SL:PERSONAL_NAME,47:72:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:PERSONAL_NAME Steve] [SL:RESTAURANT_NAME Roma Revolving Restaurant] ],PERSONAL_NAME: Steve $$ RESTAURANT_NAME: Roma Revolving Restaurant,zul
kitchen_and_dining,cancel_reservation,I no longer need my reservation,,[IN:cancel_reservation ],,zul
kitchen_and_dining,cancel_reservation,I want you to cancel my ten-person reservation at McDonalds.,"52:62:SL:NUMBER,64:73:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:NUMBER abiyishumi] [SL:RESTAURANT_NAME McDonalds] ],NUMBER: abiyishumi $$ RESTAURANT_NAME: McDonalds,zul
kitchen_and_dining,cancel_reservation,I don't need my McDonalds reservation anymore,30:40:SL:RESTAURANT_NAME,[IN:cancel_reservation [SL:RESTAURANT_NAME eMcDonalds] ],RESTAURANT_NAME: eMcDonalds,zul
kitchen_and_dining,cancel_reservation,keep canceling my reservation for nine people at McDonalds,"54:55:SL:NUMBER,57:66:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:NUMBER 9] [SL:RESTAURANT_NAME McDonalds] ],NUMBER: 9 $$ RESTAURANT_NAME: McDonalds,zul
kitchen_and_dining,cancel_reservation,I wish to cancel my reservation on behalf of Mbali at Ocean Basket for tomorrow afternoon.,"50:55:SL:PERSONAL_NAME,58:70:SL:RESTAURANT_NAME,81:89:SL:TIME",[IN:cancel_reservation [SL:PERSONAL_NAME Mbali] [SL:RESTAURANT_NAME Ocean Basket] [SL:TIME ntambama] ],PERSONAL_NAME: Mbali $$ RESTAURANT_NAME: Ocean Basket $$ TIME: ntambama,zul
kitchen_and_dining,cancel_reservation,I no longer want my Oceans Basket reservation,35:48:SL:RESTAURANT_NAME,[IN:cancel_reservation [SL:RESTAURANT_NAME Oceans Basket] ],RESTAURANT_NAME: Oceans Basket,zul
kitchen_and_dining,cancel_reservation,please cancel my reservation for six people at Oceans Basket,"45:58:SL:NUMBER,61:74:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:NUMBER abayisithupha] [SL:RESTAURANT_NAME Oceans Basket] ],NUMBER: abayisithupha $$ RESTAURANT_NAME: Oceans Basket,zul
kitchen_and_dining,cancel_reservation,I need you to cancel my reservation in Will's name at the Hilton Hotel.,"56:60:SL:PERSONAL_NAME,62:74:SL:HOTEL_NAME",[IN:cancel_reservation [SL:PERSONAL_NAME Will] [SL:HOTEL_NAME Hilton Hotel] ],PERSONAL_NAME: Will $$ HOTEL_NAME: Hilton Hotel,zul
kitchen_and_dining,cancel_reservation,I want to cancel James' dinner reservation at the Hilton.,"39:49:SL:MEAL_PERIOD,54:59:SL:PERSONAL_NAME,61:67:SL:HOTEL_NAME",[IN:cancel_reservation [SL:MEAL_PERIOD sakusihlwa] [SL:PERSONAL_NAME James] [SL:HOTEL_NAME Hilton] ],MEAL_PERIOD: sakusihlwa $$ PERSONAL_NAME: James $$ HOTEL_NAME: Hilton,zul
kitchen_and_dining,cancel_reservation,I'm looking for Avanza on the 5th of March to the 7th of May,"27:40:SL:DATE,46:56:SL:DATE,57:67:SL:PLACE_NAME",[IN:cancel_reservation [SL:DATE 5 kuMasingani] [SL:DATE kumhlaka-7] [SL:PLACE_NAME eMnambithi] ],DATE: 5 kuMasingani $$ DATE: kumhlaka-7 $$ PLACE_NAME: eMnambithi,zul
kitchen_and_dining,cancel_reservation,"Can you help me book a Hummer for the 12th to the 21st of April in Johannesburg, Gauteng?","42:51:SL:DATE,66:76:SL:DATE,77:82:SL:CITY_OR_PROVINCE,85:92:SL:CITY_OR_PROVINCE",[IN:cancel_reservation [SL:DATE mhlaka-12] [SL:DATE 21 kuMbasa] [SL:CITY_OR_PROVINCE eGoli] [SL:CITY_OR_PROVINCE Gauteng] ],DATE: mhlaka-12 $$ DATE: 21 kuMbasa $$ CITY_OR_PROVINCE: eGoli $$ CITY_OR_PROVINCE: Gauteng,zul
kitchen_and_dining,cancel_reservation,Can you help me rent a Quantum for the weekend of the 16th?,39:64:SL:DATE,[IN:cancel_reservation [SL:DATE ngempelasonto kamhlaka-16] ],DATE: ngempelasonto kamhlaka-16,zul
kitchen_and_dining,cancel_reservation,I have a small van reserved for me Tuesday through Friday,"38:47:SL:DATE,59:69:SL:DATE",[IN:cancel_reservation [SL:DATE Lwesibili] [SL:DATE Lwesihlanu] ],DATE: Lwesibili $$ DATE: Lwesihlanu,zul
travel,car_rental,I would like to book the Yaris between October 17th to October 21st,"49:60:SL:DATE,75:86:SL:DATE",[IN:car_rental [SL:DATE 17 kuMfumfu] [SL:DATE 21 kuMfumfu] ],DATE: 17 kuMfumfu $$ DATE: 21 kuMfumfu,zul
travel,car_rental,I would like to rent a Renault Clio in Polokwane from 2nd January to 10th January,"37:46:SL:CITY_OR_PROVINCE,66:79:SL:DATE,88:102:SL:DATE",[IN:car_rental [SL:CITY_OR_PROVINCE Polokwane] [SL:DATE 2 kuMasingana] [SL:DATE 10 kuMasingana] ],CITY_OR_PROVINCE: Polokwane $$ DATE: 2 kuMasingana $$ DATE: 10 kuMasingana,zul
travel,car_rental,Keep a rental car in Johannesburg between 7 January and 11 January,"23:28:SL:CITY_OR_PROVINCE,43:56:SL:DATE,65:79:SL:DATE",[IN:car_rental [SL:CITY_OR_PROVINCE eGoli] [SL:DATE 7 kuMasingana] [SL:DATE 11 kuMasingana] ],CITY_OR_PROVINCE: eGoli $$ DATE: 7 kuMasingana $$ DATE: 11 kuMasingana,zul
travel,car_rental,"I need to rent a car in Bloemfontein from the 15th to the 17th of February, and I might like to have Polo","25:37:SL:CITY_OR_PROVINCE,50:59:SL:DATE,67:88:SL:DATE",[IN:car_rental [SL:CITY_OR_PROVINCE Bloemfontein] [SL:DATE mhlaka-15] [SL:DATE mhlaka-17 kuNhlolanja] ],CITY_OR_PROVINCE: Bloemfontein $$ DATE: mhlaka-15 $$ DATE: mhlaka-17 kuNhlolanja,zul
travel,car_rental,I need to find a car to rent as I have a flight to New Castle tomorrow.,63:73:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE New Castle] ],CITY_OR_PROVINCE: New Castle,zul
travel,car_rental,can you give me information on how to rent a car,,[IN:car_rental ],,zul
travel,car_rental,I want to go to Johannesburg and I would like to rent a car,14:19:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE eGoli] ],CITY_OR_PROVINCE: eGoli,zul
travel,car_rental,I'll need a rental car as I'm visiting Richards Bay.,53:65:SL:PLACE_NAME,[IN:car_rental [SL:PLACE_NAME Richards Bay] ],PLACE_NAME: Richards Bay,zul
travel,car_rental,what should I do if I want to rent a car,,[IN:car_rental ],,zul
travel,car_rental,I need to rent a small car in Cape Town from the 11th of December to the 15th,"31:36:SL:CITY_OR_PROVINCE,77:88:SL:DATE",[IN:car_rental [SL:CITY_OR_PROVINCE eKapa] [SL:DATE kumhlaka-15] ],CITY_OR_PROVINCE: eKapa $$ DATE: kumhlaka-15,zul
travel,car_rental,I want to rent a big car in Johannesburg from 9th to 15th February,"30:35:SL:CITY_OR_PROVINCE,55:68:SL:DATE,74:85:SL:DATE",[IN:car_rental [SL:CITY_OR_PROVINCE eGoli] [SL:DATE 9 kuNhlolanja] [SL:DATE kumhlaka-15] ],CITY_OR_PROVINCE: eGoli $$ DATE: 9 kuNhlolanja $$ DATE: kumhlaka-15,zul
travel,car_rental,"I will be in Braamfontein on April 21, can rent a car from that date to the 27th","13:25:SL:PLACE_NAME,36:46:SL:DATE,97:106:SL:DATE",[IN:car_rental [SL:PLACE_NAME Braamfontein] [SL:DATE 21 kuMbasa] [SL:DATE mhlaka-27] ],PLACE_NAME: Braamfontein $$ DATE: 21 kuMbasa $$ DATE: mhlaka-27,zul
travel,car_rental,will be available for car rental in Pretoria from 17th to 25th September,"37:43:SL:CITY_OR_PROVINCE,63:92:SL:DATE",[IN:car_rental [SL:CITY_OR_PROVINCE Pitoli] [SL:DATE 17 kuya kumhlaka-25 kuMandulo] ],CITY_OR_PROVINCE: Pitoli $$ DATE: 17 kuya kumhlaka-25 kuMandulo,zul
travel,car_rental,I will be able to rent a car when I arrive in Kimberley from November 19th to November 25th,"41:50:SL:CITY_OR_PROVINCE,70:80:SL:DATE,95:105:SL:DATE",[IN:car_rental [SL:CITY_OR_PROVINCE Kimberley] [SL:DATE 19 kuLwezi] [SL:DATE 25 kuLwezi] ],CITY_OR_PROVINCE: Kimberley $$ DATE: 19 kuLwezi $$ DATE: 25 kuLwezi,zul
travel,car_rental,I need a Quantum for rent from Tuesday to Sunday,40:64:SL:DATE,[IN:car_rental [SL:DATE ngoLwesini kuya kwiSonto] ],DATE: ngoLwesini kuya kwiSonto,zul
travel,car_rental,I will need a rental car from 15/06 to 23/06 in Ceza,"41:46:SL:DATE,55:60:SL:DATE,64:68:SL:PLACE_NAME",[IN:car_rental [SL:DATE 15/06] [SL:DATE 23/06] [SL:PLACE_NAME Ceza] ],DATE: 15/06 $$ DATE: 23/06 $$ PLACE_NAME: Ceza,zul
travel,car_rental,I have found a rental car from 22/12 to 29/12 in Durban,"41:46:SL:DATE,55:60:SL:DATE,61:70:SL:CITY_OR_PROVINCE",[IN:car_rental [SL:DATE 22/12] [SL:DATE 29/12] [SL:CITY_OR_PROVINCE eThekwini] ],DATE: 22/12 $$ DATE: 29/12 $$ CITY_OR_PROVINCE: eThekwini,zul
travel,car_rental,I will need a rental car from 15/11 to 21/11 in Cape Town,"37:46:SL:DATE,52:60:SL:DATE,61:66:SL:CITY_OR_PROVINCE",[IN:car_rental [SL:DATE ngo-15/11] [SL:DATE ku-21/11] [SL:CITY_OR_PROVINCE eKapa] ],DATE: ngo-15/11 $$ DATE: ku-21/11 $$ CITY_OR_PROVINCE: eKapa,zul
travel,car_rental,I have rented a car from 31/08 to 11/09 in Margate,"41:46:SL:DATE,55:60:SL:DATE,62:69:SL:PLACE_NAME",[IN:car_rental [SL:DATE 31/08] [SL:DATE 11/09] [SL:PLACE_NAME Margate] ],DATE: 31/08 $$ DATE: 11/09 $$ PLACE_NAME: Margate,zul
travel,car_rental,I need a rental car from the 7th to the 15th in Uitenhage and Suzuki please,"26:54:SL:DATE,57:66:SL:PLACE_NAME",[IN:car_rental [SL:DATE ngomhlaka-7 kuya kumhlaka-15] [SL:PLACE_NAME Uitenhage] ],DATE: ngomhlaka-7 kuya kumhlaka-15 $$ PLACE_NAME: Uitenhage,zul
travel,car_rental,are there reputable car rental agencies in Lundi?,58:64:SL:PLACE_NAME,[IN:car_rental [SL:PLACE_NAME oLundi] ],PLACE_NAME: oLundi,zul
travel,car_rental,what car rental options are available in Lundi?,45:51:SL:PLACE_NAME,[IN:car_rental [SL:PLACE_NAME oLundi] ],PLACE_NAME: oLundi,zul
travel,car_rental,Is there any chance I can get a Toyota in Margate from the 5th to the 9th of this month?,"36:43:SL:PLACE_NAME,53:64:SL:DATE,70:80:SL:DATE",[IN:car_rental [SL:PLACE_NAME Margate] [SL:DATE ngomhlaka-5] [SL:DATE kumhlaka-9] ],PLACE_NAME: Margate $$ DATE: ngomhlaka-5 $$ DATE: kumhlaka-9,zul
travel,car_rental,I would like to find a luxury sports car rental in La Lucia,77:85:SL:PLACE_NAME,[IN:car_rental [SL:PLACE_NAME La Lucia] ],PLACE_NAME: La Lucia,zul
travel,car_rental,Can I rent a car in New York from March 9th to the 12th and it's a Bentley?,"28:36:SL:CITY_OR_PROVINCE,56:65:SL:DATE,71:82:SL:DATE",[IN:car_rental [SL:CITY_OR_PROVINCE New York] [SL:DATE 9 kuNdasa] [SL:DATE kumhlaka-12] ],CITY_OR_PROVINCE: New York $$ DATE: 9 kuNdasa $$ DATE: kumhlaka-12,zul
travel,car_rental,"I would like to rent a Sprinter in Pretoria from Friday, the 5th, to Monday, the 8th.","32:39:SL:CITY_OR_PROVINCE,52:62:SL:DATE,64:73:SL:DATE,82:92:SL:DATE,94:103:SL:DATE",[IN:car_rental [SL:CITY_OR_PROVINCE ePitoli] [SL:DATE Lwesihlanu] [SL:DATE umhlaka-5] [SL:DATE Msombuluko] [SL:DATE umhlaka-8] ],CITY_OR_PROVINCE: ePitoli $$ DATE: Lwesihlanu $$ DATE: umhlaka-5 $$ DATE: Msombuluko $$ DATE: umhlaka-8,zul
travel,car_rental,contact the Hertz's and see if they have any rental cars this weekend.,72:82:SL:DATE,[IN:car_rental [SL:DATE mpelasonto] ],DATE: mpelasonto,zul
travel,car_rental,I can get a VW for rent in Durban from the first day of the month to the last day of the month,30:39:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE eThekwini] ],CITY_OR_PROVINCE: eThekwini,zul
travel,car_rental,is there a car for rent from Wednesday to Friday in OR Tambo?,"41:55:SL:DATE,66:77:SL:DATE",[IN:car_rental [SL:DATE ngoLwesithathu] [SL:DATE uLwesihlanu] ],DATE: ngoLwesithathu $$ DATE: uLwesihlanu,zul
travel,car_rental,can you help me with booking a rental car in Johannesburg?,48:53:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE eGoli] ],CITY_OR_PROVINCE: eGoli,zul
travel,car_rental,can I rent a car from Friday to Tuesday in Braamfontein?,"27:40:SL:DATE,52:61:SL:DATE,63:75:SL:PLACE_NAME",[IN:car_rental [SL:DATE ngoLwesihlanu] [SL:DATE Lwesibili] [SL:PLACE_NAME Braamfontein] ],DATE: ngoLwesihlanu $$ DATE: Lwesibili $$ PLACE_NAME: Braamfontein,zul
travel,car_rental,can you rent a car from Friday to Tuesday in King Shaka?,"29:39:SL:DATE,51:60:SL:DATE",[IN:car_rental [SL:DATE Lwesihlanu] [SL:DATE Lwesibili] ],DATE: Lwesihlanu $$ DATE: Lwesibili,zul
travel,car_rental,can I get help with booking a rental car in Durban?,57:66:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE eThekwini] ],CITY_OR_PROVINCE: eThekwini,zul
travel,car_rental,I can rent a car in Avis from Tuesday to Thursday,"48:57:SL:DATE,69:76:SL:DATE",[IN:car_rental [SL:DATE Lwesibili] [SL:DATE Lwesine] ],DATE: Lwesibili $$ DATE: Lwesine,zul
travel,car_rental,are there any rental cars available near Gautrain?,,[IN:car_rental ],,zul
travel,car_rental,Can you help me look for a rental car in Cape Town?,38:43:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE eKapa] ],CITY_OR_PROVINCE: eKapa,zul
travel,car_rental,can you help me with booking a rental car in Johannesburg?,41:46:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE eGoli] ],CITY_OR_PROVINCE: eGoli,zul
travel,car_rental,can you help me with booking a rental car in Durban?,40:49:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE eThekwini] ],CITY_OR_PROVINCE: eThekwini,zul
travel,car_rental,I want to rent a car in Richards Bay for November 8th to 12th,"24:36:SL:CITY_OR_PROVINCE,46:82:SL:DATE",[IN:car_rental [SL:CITY_OR_PROVINCE Richards Bay] [SL:DATE ngomhlaka-8 kuya kumhlaka-12 kuLwezi] ],CITY_OR_PROVINCE: Richards Bay $$ DATE: ngomhlaka-8 kuya kumhlaka-12 kuLwezi,zul
travel,car_rental,is it possible to rent a car at the airport in Johannesburg from 20 to 25 April?,"62:67:SL:CITY_OR_PROVINCE,81:102:SL:DATE",[IN:car_rental [SL:CITY_OR_PROVINCE eGoli] [SL:DATE 20 kuya ku-25 kuMbasa] ],CITY_OR_PROVINCE: eGoli $$ DATE: 20 kuya ku-25 kuMbasa,zul
travel,car_rental,I need to rent a car in Maputo but I don't know how,25:31:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE Maputo] ],CITY_OR_PROVINCE: Maputo,zul
travel,car_rental,Can you help me book a rental car for my trip to Margate?,69:76:SL:PLACE_NAME,[IN:car_rental [SL:PLACE_NAME Margate] ],PLACE_NAME: Margate,zul
travel,car_rental,Find out if I can rent a car in Kuruman from October 7th to October 18th,"45:53:SL:PLACE_NAME,73:83:SL:DATE,98:109:SL:DATE",[IN:car_rental [SL:PLACE_NAME eKuruman] [SL:DATE 7 kuMfumfu] [SL:DATE 18 kuMfumfu] ],PLACE_NAME: eKuruman $$ DATE: 7 kuMfumfu $$ DATE: 18 kuMfumfu,zul
travel,car_rental,Please help me to reserve a rental car at Maputo airport from 5 to 12 February,"69:75:SL:CITY_OR_PROVINCE,89:113:SL:DATE",[IN:car_rental [SL:CITY_OR_PROVINCE Maputo] [SL:DATE 5 kuya ku-12 kuNhlolanja] ],CITY_OR_PROVINCE: Maputo $$ DATE: 5 kuya ku-12 kuNhlolanja,zul
travel,car_rental,please help me with car rental in Stellenbosch,35:47:SL:PLACE_NAME,[IN:car_rental [SL:PLACE_NAME Stellenbosch] ],PLACE_NAME: Stellenbosch,zul
travel,car_rental,I would like help finding a rental car stored in Mafikeng,53:62:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE eMafikeng] ],CITY_OR_PROVINCE: eMafikeng,zul
travel,car_rental,Can I rent a car in Upington from August 17 to 28?,"29:37:SL:PLACE_NAME,51:73:SL:DATE",[IN:car_rental [SL:PLACE_NAME Upington] [SL:DATE 17 kuya ku-28 kuNcwaba] ],PLACE_NAME: Upington $$ DATE: 17 kuya ku-28 kuNcwaba,zul
travel,car_rental,"needing help booking a rental car in Tshwane, Botswana","43:50:SL:CITY_OR_PROVINCE,53:61:SL:COUNTRY",[IN:car_rental [SL:CITY_OR_PROVINCE Tshwane] [SL:COUNTRY Botswana] ],CITY_OR_PROVINCE: Tshwane $$ COUNTRY: Botswana,zul
travel,car_rental,please show me how to rent a car in Komana,45:52:SL:PLACE_NAME,[IN:car_rental [SL:PLACE_NAME eKomana] ],PLACE_NAME: eKomana,zul
travel,car_rental,please help me book a rental car in Chinhoyi,44:53:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE eChinhoyi] ],CITY_OR_PROVINCE: eChinhoyi,zul
travel,car_rental,can you show me how to book a rental car on the Avis database?,,[IN:car_rental ],,zul
travel,car_rental,help me book a rental car in Epe,,[IN:car_rental ],,zul
travel,car_rental,I need a rental car next week.,26:42:SL:DATE,[IN:car_rental [SL:DATE ngesonto elizayo] ],DATE: ngesonto elizayo,zul
travel,car_rental,I will need a rental car for my trip to Mutare.,55:61:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE Mutare] ],CITY_OR_PROVINCE: Mutare,zul
travel,car_rental,Help me find a Quantum to hire,,[IN:car_rental ],,zul
travel,car_rental,"Can you find me a rental car Thursday through Monday in Cape Town, and I'd like a van if possible?","33:43:SL:DATE,54:65:SL:DATE,66:71:SL:CITY_OR_PROVINCE",[IN:car_rental [SL:DATE ngoLwesine] [SL:DATE uMsombuluko] [SL:CITY_OR_PROVINCE eKapa] ],DATE: ngoLwesine $$ DATE: uMsombuluko $$ CITY_OR_PROVINCE: eKapa,zul
travel,car_rental,"help me book a rental car in New York from August 17 to 23, get me a Toyota if possible","34:43:SL:CITY_OR_PROVINCE,44:56:SL:DATE",[IN:car_rental [SL:CITY_OR_PROVINCE eNew York] [SL:DATE ngomhlaka-17] ],CITY_OR_PROVINCE: eNew York $$ DATE: ngomhlaka-17,zul
travel,car_rental,"can you get me a rental car for the second through sixth day of the fair in Texas, and I'd like it to be a sports car if possible?","33:82:SL:DATE,84:89:SL:CITY_OR_PROVINCE",[IN:car_rental [SL:DATE ngosuku lwesibili kuya kusuku lwesithupha kuMbasa] [SL:CITY_OR_PROVINCE Texas] ],DATE: ngosuku lwesibili kuya kusuku lwesithupha kuMbasa $$ CITY_OR_PROVINCE: Texas,zul
travel,car_rental,"Help me book a rental car in Wyoming for June 2nd through 5th, get me a hatchback if possible.","36:44:SL:CITY_OR_PROVINCE,45:56:SL:DATE",[IN:car_rental [SL:CITY_OR_PROVINCE eWyoming] [SL:DATE ngomhlaka-2] ],CITY_OR_PROVINCE: eWyoming $$ DATE: ngomhlaka-2,zul
travel,car_rental,I need to book a rental car in Welkom,34:41:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE eWelkom] ],CITY_OR_PROVINCE: eWelkom,zul
travel,car_rental,"I need to rent a double cab in London for the second week in July, who would you recommend?","31:37:SL:CITY_OR_PROVINCE,58:67:SL:DATE",[IN:car_rental [SL:CITY_OR_PROVINCE London] [SL:DATE Ntulikazi] ],CITY_OR_PROVINCE: London $$ DATE: Ntulikazi,zul
travel,car_rental,get a decent rental car next week,36:52:SL:DATE,[IN:car_rental [SL:DATE ngesonto elizayo] ],DATE: ngesonto elizayo,zul
travel,car_rental,who can I rent a car from next week in Pretoria?,"27:35:SL:DATE,44:51:SL:CITY_OR_PROVINCE",[IN:car_rental [SL:DATE ngesonto] [SL:CITY_OR_PROVINCE ePitoli] ],DATE: ngesonto $$ CITY_OR_PROVINCE: ePitoli,zul
travel,car_rental,"I need to rent a car for three weeks in Kariba, Zimbabwe, who has the best deal?","33:42:SL:NUMBER,44:50:SL:PLACE_NAME,53:61:SL:COUNTRY",[IN:car_rental [SL:NUMBER amathathu] [SL:PLACE_NAME Kariba] [SL:COUNTRY Zimbabwe] ],NUMBER: amathathu $$ PLACE_NAME: Kariba $$ COUNTRY: Zimbabwe,zul
travel,car_rental,I'm looking for a rental car for next weekend in Cape Town in Avis,49:54:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE eKapa] ],CITY_OR_PROVINCE: eKapa,zul
travel,car_rental,what is the number of the car rental and taxi service?,,[IN:car_rental ],,zul
travel,car_rental,"book a rental car for our Lundi Saturday trip, today","41:46:SL:PLACE_NAME,50:58:SL:DATE",[IN:car_rental [SL:PLACE_NAME Lundi] [SL:DATE Mgqibelo] ],PLACE_NAME: Lundi $$ DATE: Mgqibelo,zul
travel,car_rental,"sir, book a rental car in Durban in ten hours","28:37:SL:CITY_OR_PROVINCE,38:56:SL:TIME",[IN:car_rental [SL:CITY_OR_PROVINCE eThekwini] [SL:TIME emahoreni ayishumi] ],CITY_OR_PROVINCE: eThekwini $$ TIME: emahoreni ayishumi,zul
travel,car_rental,Can you book a rental car today to go to Tata and Grahamstown?,"55:61:SL:PLACE_NAME,66:77:SL:PLACE_NAME",[IN:car_rental [SL:PLACE_NAME eMtata] [SL:PLACE_NAME Grahamstown] ],PLACE_NAME: eMtata $$ PLACE_NAME: Grahamstown,zul
