domain,intent,raw,text,language,spans,logical_form
utility,time,what is the time difference between Abuja and Cape Town? ,what is the time difference between Abuja and Cape Town? ,yor,"36:41:SL:CITY_OR_PROVINCE,46:55:SL:CITY_OR_PROVINCE",[IN:time [SL:CITY_OR_PROVINCE Abuja] [SL:CITY_OR_PROVINCE Cape Town] ]
home,shopping_list_update,please add onions and vegetables to my shopping list.,please add onions and vegetables to my shopping list.,yor,"11:17:SL:DISH_OR_FOOD,22:32:SL:DISH_OR_FOOD",[IN:shopping_list_update [SL:DISH_OR_FOOD onions] [SL:DISH_OR_FOOD vegetables] ]
kitchen_and_dining,restaurant_reservation,how do I book a table for four at Sweet Sensation?,how do I book a table for four at Sweet Sensation?,yor,"26:30:SL:NUMBER,34:49:SL:RESTAURANT_NAME",[IN:restaurant_reservation [SL:NUMBER four] [SL:RESTAURANT_NAME Sweet Sensation] ]
banking,balance,can you check the balance in my First bank current account?,can you check the balance in my First bank current account?,yor,"32:42:SL:BANK_NAME,43:58:SL:ACCOUNT_TYPE",[IN:balance [SL:BANK_NAME First bank] [SL:ACCOUNT_TYPE current account] ]
kitchen_and_dining,confirm_reservation,confirm my reservation at Mr Biggs this evening,confirm my reservation at Mr Biggs this evening,yor,"26:34:SL:RESTAURANT_NAME,35:47:SL:TIME",[IN:confirm_reservation [SL:RESTAURANT_NAME Mr Biggs] [SL:TIME this evening] ]
banking,freeze_account,I would like to freeze my Wema bank current account.,I would like to freeze my Wema bank current account.,yor,"26:35:SL:BANK_NAME,36:51:SL:ACCOUNT_TYPE",[IN:freeze_account [SL:BANK_NAME Wema bank] [SL:ACCOUNT_TYPE current account] ]
travel,timezone,do Nigeria and Cameroon have the same time zone?,do Nigeria and Cameroon have the same time zone?,yor,"3:10:SL:COUNTRY,15:23:SL:COUNTRY",[IN:timezone [SL:COUNTRY Nigeria] [SL:COUNTRY Cameroon] ]
banking,transactions,how do I resolve a failed transaction on my GTB account? ,how do I resolve a failed transaction on my GTB account? ,yor,44:47:SL:BANK_NAME,[IN:transactions [SL:BANK_NAME GTB] ]
kitchen_and_dining,restaurant_suggestion,Which restaurants are popular in Ogun state?,Which restaurants are popular in Ogun state?,yor,33:43:SL:CITY_OR_PROVINCE,[IN:restaurant_suggestion [SL:CITY_OR_PROVINCE Ogun state] ]
banking,pay_bill,please debit ₦5000 monthly from my GTB account to pay my electricity bill.,please debit ₦5000 monthly from my GTB account to pay my electricity bill.,yor,"13:18:SL:MONEY,35:38:SL:BANK_NAME,57:73:SL:BILL_TYPE",[IN:pay_bill [SL:MONEY ₦5000] [SL:BANK_NAME GTB] [SL:BILL_TYPE electricity bill] ]
banking,spending_history,how much did I spend last month on my Iroko TV subscription?,how much did I spend last month on my Iroko TV subscription?,yor,"21:31:SL:DATE,38:59:SL:BILL_TYPE",[IN:spending_history [SL:DATE last month] [SL:BILL_TYPE Iroko TV subscription] ]
travel,travel_suggestion,are there any tourist attractions in Abeokuta?,are there any tourist attractions in Abeokuta?,yor,37:45:SL:CITY_OR_PROVINCE,[IN:travel_suggestion [SL:CITY_OR_PROVINCE Abeokuta] ]
travel,travel_notification,set a two days notification for my trip to Ibadan ,set a two days notification for my trip to Ibadan ,yor,"6:14:SL:DATE,43:49:SL:CITY_OR_PROVINCE",[IN:travel_notification [SL:DATE two days] [SL:CITY_OR_PROVINCE Ibadan] ]
kitchen_and_dining,food_last,can Nigerian meat-pie last for a week in the fridge compartment?,can Nigerian meat-pie last for a week in the fridge compartment?,yor,"13:21:SL:DISH_OR_FOOD,31:37:SL:DATE",[IN:food_last [SL:DISH_OR_FOOD meat-pie] [SL:DATE a week] ]
kitchen_and_dining,cook_time,what is the cook-time for Jollof rice?,what is the cook-time for Jollof rice?,yor,26:37:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD Jollof rice] ]
utility,make_call,call my landlord at 6.00pm,call my landlord at 6.00pm,yor,20:26:SL:TIME,[IN:make_call [SL:TIME 6.00pm] ]
utility,alarm,set an alarm for my tutorial at 5.00pm ,set an alarm for my tutorial at 5.00pm ,yor,32:38:SL:TIME,[IN:alarm [SL:TIME 5.00pm] ]
kitchen_and_dining,restaurant_reviews,how affordable is the best amala  and abula restaurant in Ibadan?,how affordable is the best amala  and abula restaurant in Ibadan?,yor,"27:43:SL:DISH_OR_FOOD,58:64:SL:CITY_OR_PROVINCE",[IN:restaurant_reviews [SL:DISH_OR_FOOD amala  and abula] [SL:CITY_OR_PROVINCE Ibadan] ]
travel,plug_type,do Nigeria and Canada have similar plug-type? ,do Nigeria and Canada have similar plug-type? ,yor,"3:10:SL:COUNTRY,15:21:SL:COUNTRY",[IN:plug_type [SL:COUNTRY Nigeria] [SL:COUNTRY Canada] ]
travel,exchange_rate,what is Dollar's exchange rate to Naira today? ,what is Dollar's exchange rate to Naira today? ,yor,"8:14:SL:CURRENCY,34:39:SL:CURRENCY,40:45:SL:DATE",[IN:exchange_rate [SL:CURRENCY Dollar] [SL:CURRENCY Naira] [SL:DATE today] ]
banking,pin_change,how do I change my First bank debit card pin?,how do I change my First bank debit card pin?,yor,19:29:SL:BANK_NAME,[IN:pin_change [SL:BANK_NAME First bank] ]
kitchen_and_dining,ingredients_list,what are the  essential ingredients needed in making tasty pepper-soup?,what are the  essential ingredients needed in making tasty pepper-soup?,yor,59:70:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD pepper-soup] ]
travel,book_hotel,book me the nearest hotel to Murtala Muhammed international airport,book me the nearest hotel to Murtala Muhammed international airport,yor,,[IN:book_hotel ]
utility,weather,what are the chances of rain in Abuja tomorrow?,what are the chances of rain in Abuja tomorrow?,yor,"32:37:SL:CITY_OR_PROVINCE,38:46:SL:DATE",[IN:weather [SL:CITY_OR_PROVINCE Abuja] [SL:DATE tomorrow] ]
banking,min_payment,"set-up a monthly payment of my cooperative loan, please ","set-up a monthly payment of my cooperative loan, please ",yor,31:47:SL:BILL_TYPE,[IN:min_payment [SL:BILL_TYPE cooperative loan] ]
travel,international_visa,how long does a USA visa application  from Nigeria take?,how long does a USA visa application  from Nigeria take?,yor,"16:19:SL:COUNTRY,43:50:SL:COUNTRY",[IN:international_visa [SL:COUNTRY USA] [SL:COUNTRY Nigeria] ]
banking,interest_rate,what is the interest rate on Zenith bank current account?,what is the interest rate on Zenith bank current account?,yor,"29:40:SL:BANK_NAME,41:56:SL:ACCOUNT_TYPE",[IN:interest_rate [SL:BANK_NAME Zenith bank] [SL:ACCOUNT_TYPE current account] ]
travel,book_flight,can you book a return flight from Lagos to Abuja ,can you book a return flight from Lagos to Abuja ,yor,"34:39:SL:CITY_OR_PROVINCE,43:48:SL:CITY_OR_PROVINCE",[IN:book_flight [SL:CITY_OR_PROVINCE Lagos] [SL:CITY_OR_PROVINCE Abuja] ]
utility,text,send an automated text message to all the lecturers in the department.,send an automated text message to all the lecturers in the department.,yor,,[IN:text ]
banking,bill_balance,how much is left to pay for my water bill?,how much is left to pay for my water bill?,yor,31:41:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE water bill] ]
utility,share_location,"share the location of the wedding party, please ","share the location of the wedding party, please ",yor,,[IN:share_location ]
home,play_music,play Nathaniel Bassey newest song.,play Nathaniel Bassey newest song.,yor,5:21:SL:ARTIST_NAME,[IN:play_music [SL:ARTIST_NAME Nathaniel Bassey] ]
home,calendar_update,add family celebration to my calendar for the 10th of March.,add family celebration to my calendar for the 10th of March.,yor,"4:22:SL:CALENDAR_EVENT,46:59:SL:DATE",[IN:calendar_update [SL:CALENDAR_EVENT family celebration] [SL:DATE 10th of March] ]
home,update_playlist,add more gospel songs to my playlist ,add more gospel songs to my playlist ,yor,9:21:SL:MUSIC_GENRE,[IN:update_playlist [SL:MUSIC_GENRE gospel songs] ]
kitchen_and_dining,cancel_reservation,please cancel my 6.00pm reservation at Sweet Sensation,please cancel my 6.00pm reservation at Sweet Sensation,yor,"17:23:SL:TIME,39:54:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:TIME 6.00pm] [SL:RESTAURANT_NAME Sweet Sensation] ]
travel,car_rental,rent a car  for my trip from Murtala Muhammed airport to Ibadan.,rent a car  for my trip from Murtala Muhammed airport to Ibadan.,yor,57:63:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE Ibadan] ]
kitchen_and_dining,meal_suggestion,what are the best dishes to eat at the local restaurants?,what are the best dishes to eat at the local restaurants?,yor,,[IN:meal_suggestion ]
kitchen_and_dining,recipe,where can I get home-made Suya recipe?,where can I get home-made Suya recipe?,yor,26:30:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD Suya] ]
travel,translate,How do I say 'thank you' to a Korean?,How do I say 'thank you' to a Korean?,yor,,[IN:translate ]
banking,transfer,Process a transfer of ₦1000 from my Palmpay account to my Kuda account.,Process a transfer of ₦1000 from my Palmpay account to my Kuda account.,yor,"22:27:SL:MONEY,36:43:SL:PAYMENT_COMPANY,58:62:SL:PAYMENT_COMPANY",[IN:transfer [SL:MONEY ₦1000] [SL:PAYMENT_COMPANY Palmpay] [SL:PAYMENT_COMPANY Kuda] ]
utility,time,What time is it in London right now?,What time is it in London right now?,yor,"19:25:SL:CITY_OR_PROVINCE,26:35:SL:TIME",[IN:time [SL:CITY_OR_PROVINCE London] [SL:TIME right now] ]
home,shopping_list_update,Can you reduce the quantity of rice in my shopping list to 50kg instead of 100kg?,Can you reduce the quantity of rice in my shopping list to 50kg instead of 100kg?,yor,"31:35:SL:DISH_OR_FOOD,59:61:SL:NUMBER,75:78:SL:NUMBER",[IN:shopping_list_update [SL:DISH_OR_FOOD rice] [SL:NUMBER 50] [SL:NUMBER 100] ]
kitchen_and_dining,restaurant_reservation,Book me a table for 2 at West Grille restaurant at 6pm.,Book me a table for 2 at West Grille restaurant at 6pm.,yor,"20:21:SL:NUMBER,25:36:SL:RESTAURANT_NAME,51:54:SL:TIME",[IN:restaurant_reservation [SL:NUMBER 2] [SL:RESTAURANT_NAME West Grille] [SL:TIME 6pm] ]
banking,balance,How much is left in my Kuda account?,How much is left in my Kuda account?,yor,23:27:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Kuda] ]
kitchen_and_dining,confirm_reservation,Does my reservation at West Grille by 6pm still stand?,Does my reservation at West Grille by 6pm still stand?,yor,"23:34:SL:RESTAURANT_NAME,38:41:SL:TIME",[IN:confirm_reservation [SL:RESTAURANT_NAME West Grille] [SL:TIME 6pm] ]
banking,freeze_account,"Place a freeze on my account for every transaction more than ₦50,000.","Place a freeze on my account for every transaction more than ₦50,000.",yor,61:68:SL:MONEY,"[IN:freeze_account [SL:MONEY ₦50,000] ]"
travel,timezone,Does China share the same time zone with Korea?,Does China share the same time zone with Korea?,yor,"5:10:SL:COUNTRY,41:46:SL:COUNTRY",[IN:timezone [SL:COUNTRY China] [SL:COUNTRY Korea] ]
banking,transactions,Can you check if the transfer to my Opay account has gone through?,Can you check if the transfer to my Opay account has gone through?,yor,36:40:SL:PAYMENT_COMPANY,[IN:transactions [SL:PAYMENT_COMPANY Opay] ]
kitchen_and_dining,restaurant_suggestion,Can you suggest a good Amala spot around Bodija for me?,Can you suggest a good Amala spot around Bodija for me?,yor,"23:28:SL:DISH_OR_FOOD,41:47:SL:PLACE_NAME",[IN:restaurant_suggestion [SL:DISH_OR_FOOD Amala] [SL:PLACE_NAME Bodija] ]
banking,pay_bill,Kindly process my payment bill for the delivery.,Kindly process my payment bill for the delivery.,yor,39:47:SL:BILL_TYPE,[IN:pay_bill [SL:BILL_TYPE delivery] ]
banking,spending_history,Can you calculate my expenses on airtime in the past 2 weeks?,Can you calculate my expenses on airtime in the past 2 weeks?,yor,"33:40:SL:BILL_TYPE,53:60:SL:DATE",[IN:spending_history [SL:BILL_TYPE airtime] [SL:DATE 2 weeks] ]
travel,travel_suggestion,Where do you suggest I travel to for a good ski experience?,Where do you suggest I travel to for a good ski experience?,yor,,[IN:travel_suggestion ]
travel,travel_notification,Kindly note my travel schedule on my calendar,Kindly note my travel schedule on my calendar,yor,15:30:SL:CALENDAR_EVENT,[IN:travel_notification [SL:CALENDAR_EVENT travel schedule] ]
kitchen_and_dining,food_last,What is the shelf life of unsalted locust beans?,What is the shelf life of unsalted locust beans?,yor,26:47:SL:DISH_OR_FOOD,[IN:food_last [SL:DISH_OR_FOOD unsalted locust beans] ]
kitchen_and_dining,cook_time,How long does it take to make Àkàrà?,How long does it take to make Àkàrà?,yor,30:35:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD Àkàrà] ]
utility,make_call,Can you put a call through to Adé?,Can you put a call through to Adé?,yor,30:33:SL:PERSONAL_NAME,[IN:make_call [SL:PERSONAL_NAME Adé] ]
utility,alarm,Set me a 5am alarm,Set me a 5am alarm,yor,9:12:SL:TIME,[IN:alarm [SL:TIME 5am] ]
kitchen_and_dining,restaurant_reviews,Give a solid 5-star to Amala Skye in the review.,Give a solid 5-star to Amala Skye in the review.,yor,23:33:SL:RESTAURANT_NAME,[IN:restaurant_reviews [SL:RESTAURANT_NAME Amala Skye] ]
travel,plug_type,What type of plug will I need when visiting Korea?,What type of plug will I need when visiting Korea?,yor,44:49:SL:COUNTRY,[IN:plug_type [SL:COUNTRY Korea] ]
travel,exchange_rate,How much Naira will I get for $100?,How much Naira will I get for $100?,yor,"9:14:SL:CURRENCY,30:34:SL:MONEY",[IN:exchange_rate [SL:CURRENCY Naira] [SL:MONEY $100] ]
banking,pin_change,How do I change my pin for making transfer on my Opay account?,How do I change my pin for making transfer on my Opay account?,yor,49:53:SL:PAYMENT_COMPANY,[IN:pin_change [SL:PAYMENT_COMPANY Opay] ]
kitchen_and_dining,ingredients_list,What ingredients will I need to make Ekuru?,What ingredients will I need to make Ekuru?,yor,37:42:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD Ekuru] ]
travel,book_hotel,Can you book me a luxury suite at Eko Hotel from 10th to 15th next month?,Can you book me a luxury suite at Eko Hotel from 10th to 15th next month?,yor,"34:43:SL:HOTEL_NAME,49:72:SL:DATE",[IN:book_hotel [SL:HOTEL_NAME Eko Hotel] [SL:DATE 10th to 15th next month] ]
utility,weather,Is the weather going to be clear of rain tomorrow?,Is the weather going to be clear of rain tomorrow?,yor,41:49:SL:DATE,[IN:weather [SL:DATE tomorrow] ]
banking,min_payment,What is the minimum amount I can pay for the electricity bill?,What is the minimum amount I can pay for the electricity bill?,yor,45:61:SL:BILL_TYPE,[IN:min_payment [SL:BILL_TYPE electricity bill] ]
travel,international_visa,How much will I need to get an international visa to Paris?,How much will I need to get an international visa to Paris?,yor,53:58:SL:CITY_OR_PROVINCE,[IN:international_visa [SL:CITY_OR_PROVINCE Paris] ]
banking,interest_rate,What is the interest rate on Fidelity bank Savings account?,What is the interest rate on Fidelity bank Savings account?,yor,"29:42:SL:BANK_NAME,43:58:SL:ACCOUNT_TYPE",[IN:interest_rate [SL:BANK_NAME Fidelity bank] [SL:ACCOUNT_TYPE Savings account] ]
travel,book_flight,"Can you book me a return flight from London to Lagos, Nigeria tonight?","Can you book me a return flight from London to Lagos, Nigeria tonight?",yor,"37:43:SL:CITY_OR_PROVINCE,47:52:SL:CITY_OR_PROVINCE,54:61:SL:COUNTRY,62:69:SL:TIME",[IN:book_flight [SL:CITY_OR_PROVINCE London] [SL:CITY_OR_PROVINCE Lagos] [SL:COUNTRY Nigeria] [SL:TIME tonight] ]
utility,text,Send a call me text to Sade now.,Send a call me text to Sade now.,yor,"23:27:SL:PERSONAL_NAME,28:31:SL:TIME",[IN:text [SL:PERSONAL_NAME Sade] [SL:TIME now] ]
banking,bill_balance,How much is the bill altogether?,How much is the bill altogether?,yor,,[IN:bill_balance ]
utility,share_location,Can you share my location on the group chat?,Can you share my location on the group chat?,yor,,[IN:share_location ]
home,play_music,Play me some Fuji music,Play me some Fuji music,yor,13:17:SL:MUSIC_GENRE,[IN:play_music [SL:MUSIC_GENRE Fuji] ]
home,calendar_update,Can you add the event scheduled for 5pm tomorrow to my calendar?,Can you add the event scheduled for 5pm tomorrow to my calendar?,yor,"36:39:SL:TIME,40:48:SL:DATE",[IN:calendar_update [SL:TIME 5pm] [SL:DATE tomorrow] ]
home,update_playlist,Remove Naira Marley's songs from my playlist,Remove Naira Marley's songs from my playlist,yor,7:19:SL:ARTIST_NAME,[IN:update_playlist [SL:ARTIST_NAME Naira Marley] ]
kitchen_and_dining,cancel_reservation,Can you cancel the dinner plan reserved for tomorrow at West Grille?,Can you cancel the dinner plan reserved for tomorrow at West Grille?,yor,"19:25:SL:MEAL_PERIOD,44:52:SL:DATE,56:67:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:MEAL_PERIOD dinner] [SL:DATE tomorrow] [SL:RESTAURANT_NAME West Grille] ]
travel,car_rental,How much will a rental of Ferrari for 3hour cost me?,How much will a rental of Ferrari for 3hour cost me?,yor,38:43:SL:TIME,[IN:car_rental [SL:TIME 3hour] ]
kitchen_and_dining,meal_suggestion,What other meal can I make from beans aside moinmoin?,What other meal can I make from beans aside moinmoin?,yor,"32:37:SL:DISH_OR_FOOD,44:52:SL:DISH_OR_FOOD",[IN:meal_suggestion [SL:DISH_OR_FOOD beans] [SL:DISH_OR_FOOD moinmoin] ]
kitchen_and_dining,recipe,What recipe do you use for your jollof rice?,What recipe do you use for your jollof rice?,yor,32:43:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD jollof rice] ]
travel,translate,How do I say Goodbye to my Finnish tour guide,How do I say Goodbye to my Finnish tour guide,yor,,[IN:translate ]
banking,transfer,Will you transfer #5000 from my Firstbank account to your Zenith Bank account,Will you transfer #5000 from my Firstbank account to your Zenith Bank account,yor,"18:23:SL:MONEY,32:41:SL:BANK_NAME,58:69:SL:BANK_NAME",[IN:transfer [SL:MONEY #5000] [SL:BANK_NAME Firstbank] [SL:BANK_NAME Zenith Bank] ]
utility,time,What time will the Football match start in Nigeria,What time will the Football match start in Nigeria,yor,"19:33:SL:CALENDAR_EVENT,43:50:SL:COUNTRY",[IN:time [SL:CALENDAR_EVENT Football match] [SL:COUNTRY Nigeria] ]
home,shopping_list_update,Can you add 3 more bread to my shoping list,Can you add 3 more bread to my shoping list,yor,"12:13:SL:NUMBER,19:24:SL:DISH_OR_FOOD",[IN:shopping_list_update [SL:NUMBER 3] [SL:DISH_OR_FOOD bread] ]
kitchen_and_dining,restaurant_reservation,How do I book table for 2 at Chicken republic for my friends and family ,How do I book table for 2 at Chicken republic for my friends and family ,yor,"24:25:SL:NUMBER,29:45:SL:RESTAURANT_NAME",[IN:restaurant_reservation [SL:NUMBER 2] [SL:RESTAURANT_NAME Chicken republic] ]
banking,balance,Will my account balance show on the Gtbank statment of account,Will my account balance show on the Gtbank statment of account,yor,36:42:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Gtbank] ]
kitchen_and_dining,confirm_reservation,Can you confirm if my booking for table of 2 for Amala at Embasy canteen was successful,Can you confirm if my booking for table of 2 for Amala at Embasy canteen was successful,yor,"43:44:SL:NUMBER,49:54:SL:DISH_OR_FOOD,58:72:SL:RESTAURANT_NAME",[IN:confirm_reservation [SL:NUMBER 2] [SL:DISH_OR_FOOD Amala] [SL:RESTAURANT_NAME Embasy canteen] ]
banking,freeze_account,"Can you freeze my Polaris bank account if any trasaction exceed #100,000 ","Can you freeze my Polaris bank account if any trasaction exceed #100,000 ",yor,"18:30:SL:BANK_NAME,64:72:SL:MONEY","[IN:freeze_account [SL:BANK_NAME Polaris bank] [SL:MONEY #100,000] ]"
travel,timezone,Is Nigeria and Canada in the same timezone ,Is Nigeria and Canada in the same timezone ,yor,"3:10:SL:COUNTRY,15:21:SL:COUNTRY",[IN:timezone [SL:COUNTRY Nigeria] [SL:COUNTRY Canada] ]
banking,transactions,Can you check the total amount of transfer I made on my Gtbank between yesterday and today,Can you check the total amount of transfer I made on my Gtbank between yesterday and today,yor,"56:62:SL:BANK_NAME,71:80:SL:DATE,85:90:SL:DATE",[IN:transactions [SL:BANK_NAME Gtbank] [SL:DATE yesterday] [SL:DATE today] ]
kitchen_and_dining,restaurant_suggestion,Which resturant sell the best Amala in Osogbo,Which resturant sell the best Amala in Osogbo,yor,"30:35:SL:DISH_OR_FOOD,39:45:SL:CITY_OR_PROVINCE",[IN:restaurant_suggestion [SL:DISH_OR_FOOD Amala] [SL:CITY_OR_PROVINCE Osogbo] ]
banking,pay_bill,Use my Gtbank account to pay for mtn 200 airtime ,Use my Gtbank account to pay for mtn 200 airtime ,yor,"7:13:SL:BANK_NAME,37:40:SL:NUMBER,41:48:SL:BILL_TYPE",[IN:pay_bill [SL:BANK_NAME Gtbank] [SL:NUMBER 200] [SL:BILL_TYPE airtime] ]
banking,spending_history,How much did I spend on palm wine last month,How much did I spend on palm wine last month,yor,"24:33:SL:DISH_OR_FOOD,34:44:SL:DATE",[IN:spending_history [SL:DISH_OR_FOOD palm wine] [SL:DATE last month] ]
travel,travel_suggestion,Is there a pub where I can drink cold beer in Abeokuta,Is there a pub where I can drink cold beer in Abeokuta,yor,"38:42:SL:DISH_OR_FOOD,46:54:SL:CITY_OR_PROVINCE",[IN:travel_suggestion [SL:DISH_OR_FOOD beer] [SL:CITY_OR_PROVINCE Abeokuta] ]
travel,travel_notification,Can you notify the HR I am travelling to Ilesha tommorrow,Can you notify the HR I am travelling to Ilesha tommorrow,yor,"41:47:SL:CITY_OR_PROVINCE,48:57:SL:DATE",[IN:travel_notification [SL:CITY_OR_PROVINCE Ilesha] [SL:DATE tommorrow] ]
kitchen_and_dining,food_last,Can the Rice stay in the fridge for 5 days,Can the Rice stay in the fridge for 5 days,yor,"8:12:SL:DISH_OR_FOOD,36:42:SL:DATE",[IN:food_last [SL:DISH_OR_FOOD Rice] [SL:DATE 5 days] ]
kitchen_and_dining,cook_time,How much time will it take to cook the beans,How much time will it take to cook the beans,yor,39:44:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD beans] ]
utility,make_call,When can I give Kola a call today,When can I give Kola a call today,yor,"16:20:SL:PERSONAL_NAME,28:33:SL:DATE",[IN:make_call [SL:PERSONAL_NAME Kola] [SL:DATE today] ]
utility,alarm,Please set my alarm for 6am every monday morning,Please set my alarm for 6am every monday morning,yor,"24:27:SL:TIME,34:40:SL:DATE,41:48:SL:TIME",[IN:alarm [SL:TIME 6am] [SL:DATE monday] [SL:TIME morning] ]
kitchen_and_dining,restaurant_reviews,Is Amala Skye a good resturant ,Is Amala Skye a good resturant ,yor,3:13:SL:RESTAURANT_NAME,[IN:restaurant_reviews [SL:RESTAURANT_NAME Amala Skye] ]
travel,plug_type,"What is the Plug type used in Nigeria, is it type A?","What is the Plug type used in Nigeria, is it type A?",yor,30:37:SL:COUNTRY,[IN:plug_type [SL:COUNTRY Nigeria] ]
travel,exchange_rate,How much is 2000 naira in pounds,How much is 2000 naira in pounds,yor,"12:22:SL:MONEY,26:32:SL:CURRENCY",[IN:exchange_rate [SL:MONEY 2000 naira] [SL:CURRENCY pounds] ]
banking,pin_change,Can I change my Gtbank ATM card pin ,Can I change my Gtbank ATM card pin ,yor,16:22:SL:BANK_NAME,[IN:pin_change [SL:BANK_NAME Gtbank] ]
kitchen_and_dining,ingredients_list,Where is the Jollof rice  ingredent list,Where is the Jollof rice  ingredent list,yor,13:24:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD Jollof rice] ]
travel,book_hotel,"How do I book an hotel for next month at Goldin Tulip,Ibadan","How do I book an hotel for next month at Goldin Tulip,Ibadan",yor,"27:37:SL:DATE,41:53:SL:HOTEL_NAME,54:60:SL:CITY_OR_PROVINCE",[IN:book_hotel [SL:DATE next month] [SL:HOTEL_NAME Goldin Tulip] [SL:CITY_OR_PROVINCE Ibadan] ]
utility,weather,when is it going to rain in Ibadan,when is it going to rain in Ibadan,yor,28:34:SL:CITY_OR_PROVINCE,[IN:weather [SL:CITY_OR_PROVINCE Ibadan] ]
banking,min_payment,How much is the minimum deposit for the shoe,How much is the minimum deposit for the shoe,yor,40:44:SL:SHOPPING_ITEM,[IN:min_payment [SL:SHOPPING_ITEM shoe] ]
travel,international_visa,How can I process my US Visa from Nigeriia,How can I process my US Visa from Nigeriia,yor,"21:23:SL:COUNTRY,34:42:SL:COUNTRY",[IN:international_visa [SL:COUNTRY US] [SL:COUNTRY Nigeriia] ]
banking,interest_rate,What is the interest rate on a #5 million loan,What is the interest rate on a #5 million loan,yor,31:41:SL:MONEY,[IN:interest_rate [SL:MONEY #5 million] ]
travel,book_flight,Which airline can I book for my trip to Lagos on the 2nd of March,Which airline can I book for my trip to Lagos on the 2nd of March,yor,"40:45:SL:CITY_OR_PROVINCE,53:65:SL:DATE",[IN:book_flight [SL:CITY_OR_PROVINCE Lagos] [SL:DATE 2nd of March] ]
utility,text,Can you ask Tunde if he will like Amala for dinner,Can you ask Tunde if he will like Amala for dinner,yor,"12:17:SL:PERSONAL_NAME,34:39:SL:DISH_OR_FOOD,44:50:SL:MEAL_PERIOD",[IN:text [SL:PERSONAL_NAME Tunde] [SL:DISH_OR_FOOD Amala] [SL:MEAL_PERIOD dinner] ]
banking,bill_balance,How much is the Fendi bag I chose,How much is the Fendi bag I chose,yor,16:25:SL:SHOPPING_ITEM,[IN:bill_balance [SL:SHOPPING_ITEM Fendi bag] ]
utility,share_location,Can you infrorm my mom that I am in lagos,Can you infrorm my mom that I am in lagos,yor,36:41:SL:CITY_OR_PROVINCE,[IN:share_location [SL:CITY_OR_PROVINCE lagos] ]
home,play_music,Can you play me some Beautiful Nubia songs,Can you play me some Beautiful Nubia songs,yor,21:36:SL:ARTIST_NAME,[IN:play_music [SL:ARTIST_NAME Beautiful Nubia] ]
home,calendar_update,What meeting do we have on the calender next week thursday,What meeting do we have on the calender next week thursday,yor,40:58:SL:DATE,[IN:calendar_update [SL:DATE next week thursday] ]
home,update_playlist,Can you add Alagbon by Orlando owoh to my playlist,Can you add Alagbon by Orlando owoh to my playlist,yor,"12:19:SL:SONG_NAME,23:35:SL:ARTIST_NAME",[IN:update_playlist [SL:SONG_NAME Alagbon] [SL:ARTIST_NAME Orlando owoh] ]
kitchen_and_dining,cancel_reservation,How can I cancel my reservation at landmark beach in Elegushi,How can I cancel my reservation at landmark beach in Elegushi,yor,"35:49:SL:HOTEL_NAME,53:61:SL:PLACE_NAME",[IN:cancel_reservation [SL:HOTEL_NAME landmark beach] [SL:PLACE_NAME Elegushi] ]
travel,car_rental,How can I rent out my BMW sport car,How can I rent out my BMW sport car,yor,,[IN:car_rental ]
kitchen_and_dining,meal_suggestion,Can you suggest where I can eat the best Pounded Yam in Osogbo,Can you suggest where I can eat the best Pounded Yam in Osogbo,yor,"41:52:SL:DISH_OR_FOOD,56:62:SL:CITY_OR_PROVINCE",[IN:meal_suggestion [SL:DISH_OR_FOOD Pounded Yam] [SL:CITY_OR_PROVINCE Osogbo] ]
kitchen_and_dining,recipe,Can you write out the recipe needed to cook porrage,Can you write out the recipe needed to cook porrage,yor,44:51:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD porrage] ]
travel,translate,"Usho kanjani ukuthi ""ngiyabonga"" ngesiTshivenda?","How do you say ""thank you"" in Tshivenda?",zul,30:39:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Tshivenda] ]
banking,transfer,Ungakwazi ukungisiza ngokudlulisela imali nge-App yase-Capitec kuya kwelinye ibhange?,Can you help me with a transfer on my App from Capitec to another bank?,zul,47:54:SL:BANK_NAME,[IN:transfer [SL:BANK_NAME Capitec] ]
